Nr,sequence,image,x,y,z,theta_x,theta_y,theta_z
/08,2011_09_30_drive_0028,/002520,-209.0957,-5.077073,145.666,3.085538655,0.123753934,3.092407493
/08,2011_09_30_drive_0028,/002521,-209.0174,-5.053225,145.068,3.088101178,0.121320094,3.094228276
/08,2011_09_30_drive_0028,/002522,-208.9394,-5.028544,144.453,3.090116375,0.118443746,3.095391002
/08,2011_09_30_drive_0028,/002523,-208.8613,-5.003423,143.8192,3.089218597,0.115020843,3.097467903
/08,2011_09_30_drive_0028,/002524,-208.7871,-4.979672,143.164,3.086475466,0.110677521,3.095796433
/08,2011_09_30_drive_0028,/002525,-208.7149,-4.958162,142.4972,3.085895491,0.106507955,3.096234151
/08,2011_09_30_drive_0028,/002526,-208.6371,-4.934711,141.8131,3.087055394,0.100966757,3.101231774
/08,2011_09_30_drive_0028,/002527,-208.5645,-4.906115,141.1172,3.091125,0.092690653,3.105944359
/08,2011_09_30_drive_0028,/002528,-208.5038,-4.877445,140.4032,3.09441915,0.082405533,3.108013167
/08,2011_09_30_drive_0028,/002529,-208.4549,-4.851981,139.6707,3.094076439,0.06939283,3.110030093
/08,2011_09_30_drive_0028,/002530,-208.4151,-4.822992,138.9172,3.093567904,0.054029482,3.11183241
/08,2011_09_30_drive_0028,/002531,-208.393,-4.793719,138.1509,3.092833644,0.039125992,3.111987585
/08,2011_09_30_drive_0028,/002532,-208.3787,-4.767033,137.3689,3.095022531,0.024091971,3.112633995
/08,2011_09_30_drive_0028,/002533,-208.3775,-4.735258,136.57,3.095657818,0.00878708,3.111909089
/08,2011_09_30_drive_0028,/002534,-208.3896,-4.700582,135.751,3.095421782,-0.00465795,3.109850029
/08,2011_09_30_drive_0028,/002535,-208.4084,-4.668737,134.9119,3.09172576,-0.016036887,3.108574758
/08,2011_09_30_drive_0028,/002536,-208.4293,-4.637261,134.0569,3.089344645,-0.024909615,3.109449889
/08,2011_09_30_drive_0028,/002537,-208.4583,-4.601627,133.1905,3.090578572,-0.031352255,3.10771585
/08,2011_09_30_drive_0028,/002538,-208.4857,-4.566084,132.3082,3.091591794,-0.035604663,3.108643294
/08,2011_09_30_drive_0028,/002539,-208.5188,-4.529298,131.4126,3.090422042,-0.038722637,3.106425187
/08,2011_09_30_drive_0028,/002540,-208.5549,-4.490779,130.5038,3.087664105,-0.040734194,3.105864451
/08,2011_09_30_drive_0028,/002541,-208.5945,-4.450291,129.5794,3.083981807,-0.04243097,3.104137132
/08,2011_09_30_drive_0028,/002542,-208.6379,-4.412283,128.6512,3.086392122,-0.04281489,3.10118563
/08,2011_09_30_drive_0028,/002543,-208.6796,-4.372725,127.7089,3.093549975,-0.042340159,3.099881719
/08,2011_09_30_drive_0028,/002544,-208.722,-4.331543,126.7531,3.099187485,-0.041387523,3.095733433
/08,2011_09_30_drive_0028,/002545,-208.7634,-4.294315,125.778,3.095313408,-0.03994112,3.095338427
/08,2011_09_30_drive_0028,/002546,-208.8077,-4.253239,124.7883,3.091344042,-0.038794308,3.093474097
/08,2011_09_30_drive_0028,/002547,-208.8528,-4.211516,123.7917,3.087841999,-0.037627917,3.090881739
/08,2011_09_30_drive_0028,/002548,-208.8931,-4.168374,122.7906,3.08749242,-0.036257492,3.088307239
/08,2011_09_30_drive_0028,/002549,-208.9278,-4.126068,121.786,3.085276171,-0.033710664,3.089702301
/08,2011_09_30_drive_0028,/002550,-208.952,-4.077227,120.7766,3.081735976,-0.031718569,3.085376688
/08,2011_09_30_drive_0028,/002551,-208.9752,-4.031311,119.7726,3.083797992,-0.028607651,3.081560545
/08,2011_09_30_drive_0028,/002552,-208.9864,-3.98571,118.7706,3.087688972,-0.02479707,3.080692245
/08,2011_09_30_drive_0028,/002553,-209.0034,-3.940764,117.769,3.092050992,-0.020095333,3.071695583
/08,2011_09_30_drive_0028,/002554,-209.0099,-3.898789,116.7602,3.092847111,-0.01422805,3.06610791
/08,2011_09_30_drive_0028,/002555,-209.0108,-3.859261,115.7539,3.089876435,-0.007381869,3.063249028
/08,2011_09_30_drive_0028,/002556,-208.9924,-3.822236,114.7487,3.088564543,0.000361418,3.064901353
/08,2011_09_30_drive_0028,/002557,-208.974,-3.784211,113.7523,3.086660587,0.006897841,3.063553893
/08,2011_09_30_drive_0028,/002558,-208.944,-3.746651,112.7619,3.088822923,0.013663945,3.068271008
/08,2011_09_30_drive_0028,/002559,-208.9088,-3.714344,111.7801,3.094159431,0.019880329,3.07179344
/08,2011_09_30_drive_0028,/002560,-208.8767,-3.68366,110.7927,3.093141423,0.025798362,3.071266466
/08,2011_09_30_drive_0028,/002561,-208.8365,-3.656693,109.8091,3.086859256,0.030840938,3.074809095
/08,2011_09_30_drive_0028,/002562,-208.7973,-3.627959,108.8279,3.07908132,0.034081408,3.074798929
/08,2011_09_30_drive_0028,/002563,-208.7538,-3.600164,107.8628,3.078876755,0.037974855,3.077713114
/08,2011_09_30_drive_0028,/002564,-208.7106,-3.57125,106.9138,3.081549619,0.039909254,3.079608718
/08,2011_09_30_drive_0028,/002565,-208.6738,-3.547612,105.9754,3.083735125,0.041067322,3.083251945
/08,2011_09_30_drive_0028,/002566,-208.6412,-3.530616,105.0613,3.083871891,0.041572975,3.081586643
/08,2011_09_30_drive_0028,/002567,-208.6129,-3.509977,104.1648,3.084033188,0.043053609,3.078254559
/08,2011_09_30_drive_0028,/002568,-208.5844,-3.486661,103.2909,3.085641689,0.043473583,3.073342573
/08,2011_09_30_drive_0028,/002569,-208.5548,-3.464868,102.4383,3.083615051,0.044048304,3.068108773
/08,2011_09_30_drive_0028,/002570,-208.5241,-3.446468,101.6129,3.082557843,0.045470999,3.065540638
/08,2011_09_30_drive_0028,/002571,-208.4864,-3.428738,100.8106,3.080884774,0.046673032,3.068877554
/08,2011_09_30_drive_0028,/002572,-208.4487,-3.408348,100.0377,3.0829724,0.046737264,3.06997266
/08,2011_09_30_drive_0028,/002573,-208.4118,-3.39102,99.29195,3.084038684,0.045697234,3.0721324
/08,2011_09_30_drive_0028,/002574,-208.3728,-3.374128,98.57546,3.083173028,0.044134394,3.076165328
/08,2011_09_30_drive_0028,/002575,-208.3355,-3.359539,97.88868,3.083606295,0.042122696,3.080582698
/08,2011_09_30_drive_0028,/002576,-208.304,-3.344992,97.2314,3.083751541,0.041152736,3.083650219
/08,2011_09_30_drive_0028,/002577,-208.2796,-3.331175,96.60377,3.082391124,0.040138386,3.084948119
/08,2011_09_30_drive_0028,/002578,-208.2589,-3.318805,96.00899,3.081304423,0.039361102,3.085795121
/08,2011_09_30_drive_0028,/002579,-208.2399,-3.306868,95.44144,3.078583149,0.038267349,3.086039332
/08,2011_09_30_drive_0028,/002580,-208.2248,-3.291645,94.90682,3.076093945,0.037723996,3.089011323
/08,2011_09_30_drive_0028,/002581,-208.2051,-3.274545,94.40178,3.074826854,0.036392304,3.094267667
/08,2011_09_30_drive_0028,/002582,-208.1866,-3.257993,93.92899,3.075556111,0.035591412,3.098902421
/08,2011_09_30_drive_0028,/002583,-208.1728,-3.242366,93.47869,3.076933227,0.034720934,3.099998689
/08,2011_09_30_drive_0028,/002584,-208.1715,-3.229713,93.04521,3.081586598,0.034676769,3.094874216
/08,2011_09_30_drive_0028,/002585,-208.1694,-3.217688,92.6201,3.086225672,0.035470167,3.090021471
/08,2011_09_30_drive_0028,/002586,-208.159,-3.206346,92.19859,3.090901023,0.036175391,3.08850801
/08,2011_09_30_drive_0028,/002587,-208.1349,-3.196441,91.77931,3.093863665,0.037992539,3.095017737
/08,2011_09_30_drive_0028,/002588,-208.1114,-3.185915,91.35906,3.094469441,0.04009265,3.1000006
/08,2011_09_30_drive_0028,/002589,-208.1019,-3.173097,90.9401,3.093785299,0.04214105,3.096410395
/08,2011_09_30_drive_0028,/002590,-208.1043,-3.159591,90.52143,3.090773425,0.044490627,3.088718122
/08,2011_09_30_drive_0028,/002591,-208.1037,-3.148259,90.10806,3.090102416,0.045815218,3.082412234
/08,2011_09_30_drive_0028,/002592,-208.0945,-3.141868,89.70191,3.091205496,0.047416696,3.080591346
/08,2011_09_30_drive_0028,/002593,-208.0795,-3.140057,89.29831,3.092185341,0.048771811,3.081724176
/08,2011_09_30_drive_0028,/002594,-208.0573,-3.13305,88.89905,3.091951847,0.050517783,3.0822236
/08,2011_09_30_drive_0028,/002595,-208.0384,-3.116641,88.49747,3.089387689,0.054735075,3.078744005
/08,2011_09_30_drive_0028,/002596,-208.0225,-3.093235,88.09395,3.088079708,0.060041406,3.072713264
/08,2011_09_30_drive_0028,/002597,-207.9897,-3.076235,87.68622,3.088141056,0.065558849,3.073815474
/08,2011_09_30_drive_0028,/002598,-207.9509,-3.06881,87.27126,3.088085111,0.072025419,3.07737063
/08,2011_09_30_drive_0028,/002599,-207.9168,-3.067509,86.851,3.087914915,0.07873092,3.076358594
/08,2011_09_30_drive_0028,/002600,-207.8875,-3.06019,86.42484,3.086654429,0.084948179,3.071172533
/08,2011_09_30_drive_0028,/002601,-207.8511,-3.047394,85.98992,3.087551334,0.09047011,3.066906458
/08,2011_09_30_drive_0028,/002602,-207.806,-3.032393,85.55205,3.091139191,0.095857187,3.066674684
/08,2011_09_30_drive_0028,/002603,-207.7497,-3.020153,85.10648,3.095833579,0.100994398,3.070849143
/08,2011_09_30_drive_0028,/002604,-207.6903,-3.011341,84.64649,3.0971077,0.106822239,3.075209165
/08,2011_09_30_drive_0028,/002605,-207.6323,-3.004311,84.17017,3.094110939,0.113042296,3.0760324
/08,2011_09_30_drive_0028,/002606,-207.5734,-2.999691,83.67943,3.092708505,0.118937211,3.072609955
/08,2011_09_30_drive_0028,/002607,-207.51,-2.994865,83.17606,3.092869299,0.124057159,3.06910652
/08,2011_09_30_drive_0028,/002608,-207.4397,-2.993126,82.65887,3.092028721,0.128089171,3.067157987
/08,2011_09_30_drive_0028,/002609,-207.3638,-2.990417,82.12821,3.092151473,0.131065016,3.069401183
/08,2011_09_30_drive_0028,/002610,-207.2799,-2.989393,81.58879,3.096155127,0.133076535,3.074397845
/08,2011_09_30_drive_0028,/002611,-207.1987,-2.985665,81.03588,3.10189088,0.133862218,3.078842758
/08,2011_09_30_drive_0028,/002612,-207.1178,-2.983265,80.46675,3.105978472,0.133767775,3.081300068
/08,2011_09_30_drive_0028,/002613,-207.0397,-2.974518,79.87968,3.106738042,0.132761856,3.082670689
/08,2011_09_30_drive_0028,/002614,-206.9638,-2.964375,79.27897,3.103556138,0.130086486,3.085593745
/08,2011_09_30_drive_0028,/002615,-206.8866,-2.956007,78.65799,3.096743647,0.127090951,3.089858068
/08,2011_09_30_drive_0028,/002616,-206.8088,-2.947579,78.02143,3.087708473,0.12368884,3.094715573
/08,2011_09_30_drive_0028,/002617,-206.7298,-2.935628,77.37446,3.083287065,0.119299589,3.100597599
/08,2011_09_30_drive_0028,/002618,-206.6532,-2.919758,76.72114,3.086904459,0.114315421,3.1063359
/08,2011_09_30_drive_0028,/002619,-206.5841,-2.901849,76.05626,3.090593735,0.1076675,3.110505394
/08,2011_09_30_drive_0028,/002620,-206.5253,-2.884761,75.37959,3.097297484,0.098087403,3.111559932
/08,2011_09_30_drive_0028,/002621,-206.4743,-2.872191,74.68719,3.102352596,0.085692426,3.110218793
/08,2011_09_30_drive_0028,/002622,-206.4313,-2.860695,73.98221,3.105462906,0.071752936,3.11236946
/08,2011_09_30_drive_0028,/002623,-206.4026,-2.849991,73.26248,3.107983067,0.055698193,3.110531391
/08,2011_09_30_drive_0028,/002624,-206.3881,-2.840941,72.53724,3.107346794,0.03835163,3.111461612
/08,2011_09_30_drive_0028,/002625,-206.3898,-2.834688,71.80209,3.103382823,0.01978231,3.110814403
/08,2011_09_30_drive_0028,/002626,-206.403,-2.821783,71.05204,3.100593806,-0.000324022,3.111251057
/08,2011_09_30_drive_0028,/002627,-206.4322,-2.805616,70.29823,3.095341373,-0.020863913,3.112698144
/08,2011_09_30_drive_0028,/002628,-206.4743,-2.790108,69.53225,3.091851638,-0.041470174,3.113479742
/08,2011_09_30_drive_0028,/002629,-206.5346,-2.774963,68.76717,3.093490253,-0.060792076,3.113085149
/08,2011_09_30_drive_0028,/002630,-206.6101,-2.753931,68.00061,3.103672605,-0.077682388,3.109663655
/08,2011_09_30_drive_0028,/002631,-206.6954,-2.731269,67.22158,3.111625967,-0.091358454,3.104375916
/08,2011_09_30_drive_0028,/002632,-206.792,-2.713533,66.42676,3.112621095,-0.099427478,3.098721655
/08,2011_09_30_drive_0028,/002633,-206.8927,-2.701554,65.62261,3.109575924,-0.102929248,3.091691595
/08,2011_09_30_drive_0028,/002634,-206.9911,-2.685436,64.80806,3.108917467,-0.102806998,3.085230023
/08,2011_09_30_drive_0028,/002635,-207.0872,-2.663884,63.98349,3.106819311,-0.100226719,3.080269592
/08,2011_09_30_drive_0028,/002636,-207.1764,-2.644012,63.14509,3.102446227,-0.095739707,3.079752305
/08,2011_09_30_drive_0028,/002637,-207.2609,-2.621091,62.29617,3.095419643,-0.090206967,3.076817854
/08,2011_09_30_drive_0028,/002638,-207.341,-2.596241,61.44487,3.096265292,-0.082399886,3.073063123
/08,2011_09_30_drive_0028,/002639,-207.4113,-2.570615,60.58253,3.099193249,-0.073836915,3.07007942
/08,2011_09_30_drive_0028,/002640,-207.4768,-2.545537,59.71478,3.104578637,-0.064641266,3.06510533
/08,2011_09_30_drive_0028,/002641,-207.5278,-2.527116,58.83306,3.108582648,-0.055748049,3.066241248
/08,2011_09_30_drive_0028,/002642,-207.5664,-2.510016,57.93678,3.109435305,-0.046468521,3.068494264
/08,2011_09_30_drive_0028,/002643,-207.6019,-2.490917,57.03045,3.107727505,-0.037628088,3.067818947
/08,2011_09_30_drive_0028,/002644,-207.6339,-2.473284,56.11027,3.104646067,-0.029794076,3.065413421
/08,2011_09_30_drive_0028,/002645,-207.6477,-2.4569,55.18456,3.102128779,-0.022643524,3.067967942
/08,2011_09_30_drive_0028,/002646,-207.6532,-2.436469,54.25422,3.101548907,-0.014869258,3.0724419
/08,2011_09_30_drive_0028,/002647,-207.6589,-2.41648,53.32067,3.101658071,-0.007752536,3.071548058
/08,2011_09_30_drive_0028,/002648,-207.6615,-2.40024,52.38539,3.100438039,-0.001844034,3.070735566
/08,2011_09_30_drive_0028,/002649,-207.6525,-2.377317,51.43694,3.098086404,0.002608318,3.071948815
/08,2011_09_30_drive_0028,/002650,-207.6393,-2.352708,50.49008,3.095549243,0.00579856,3.071042548
/08,2011_09_30_drive_0028,/002651,-207.6213,-2.330805,49.54641,3.096459527,0.008949679,3.071851797
/08,2011_09_30_drive_0028,/002652,-207.6028,-2.30872,48.6109,3.101317882,0.012057182,3.074992951
/08,2011_09_30_drive_0028,/002653,-207.5855,-2.282299,47.66944,3.102189076,0.013636522,3.072880325
/08,2011_09_30_drive_0028,/002654,-207.5709,-2.263682,46.7304,3.097941339,0.014381916,3.072724415
/08,2011_09_30_drive_0028,/002655,-207.5531,-2.241866,45.79047,3.096022558,0.013459266,3.072729983
/08,2011_09_30_drive_0028,/002656,-207.5424,-2.221425,44.86668,3.095491588,0.012957422,3.06826405
/08,2011_09_30_drive_0028,/002657,-207.5289,-2.208445,43.95152,3.098781145,0.012940211,3.064874917
/08,2011_09_30_drive_0028,/002658,-207.516,-2.194919,43.03924,3.101984241,0.012790058,3.063031227
/08,2011_09_30_drive_0028,/002659,-207.5027,-2.181102,42.12539,3.101483245,0.01230558,3.058875967
/08,2011_09_30_drive_0028,/002660,-207.4849,-2.167105,41.2079,3.094339226,0.011956514,3.058565029
/08,2011_09_30_drive_0028,/002661,-207.4595,-2.145786,40.29232,3.085294826,0.010635871,3.064260233
/08,2011_09_30_drive_0028,/002662,-207.4351,-2.119224,39.38305,3.079273283,0.008345573,3.068931813
/08,2011_09_30_drive_0028,/002663,-207.4193,-2.091716,38.48386,3.077974254,0.005503299,3.071850405
/08,2011_09_30_drive_0028,/002664,-207.4096,-2.062944,37.59959,3.084124723,0.002860776,3.069795492
/08,2011_09_30_drive_0028,/002665,-207.4064,-2.037832,36.72689,3.093089493,0.001746671,3.068033847
/08,2011_09_30_drive_0028,/002666,-207.3983,-2.015469,35.85908,3.09633271,0.001395561,3.068439413
/08,2011_09_30_drive_0028,/002667,-207.398,-1.996553,34.99904,3.094798164,0.001362899,3.06491902
/08,2011_09_30_drive_0028,/002668,-207.3954,-1.98212,34.15212,3.094332067,0.002118752,3.063665205
/08,2011_09_30_drive_0028,/002669,-207.3896,-1.96466,33.32353,3.096068,0.002206058,3.064306639
/08,2011_09_30_drive_0028,/002670,-207.3892,-1.946729,32.50912,3.095586733,0.002499411,3.059986586
/08,2011_09_30_drive_0028,/002671,-207.3903,-1.931831,31.7113,3.092528182,0.003425322,3.057331648
/08,2011_09_30_drive_0028,/002672,-207.3836,-1.915779,30.92886,3.086990886,0.004458221,3.058557279
/08,2011_09_30_drive_0028,/002673,-207.3749,-1.898462,30.17125,3.084411743,0.005502261,3.05942648
/08,2011_09_30_drive_0028,/002674,-207.3712,-1.88386,29.44096,3.085384884,0.007031295,3.058293469
/08,2011_09_30_drive_0028,/002675,-207.3657,-1.869989,28.73795,3.090745758,0.008098599,3.056916335
/08,2011_09_30_drive_0028,/002676,-207.3577,-1.855335,28.06111,3.095554221,0.008601032,3.057278646
/08,2011_09_30_drive_0028,/002677,-207.3475,-1.843859,27.40888,3.097852865,0.010064,3.058753558
/08,2011_09_30_drive_0028,/002678,-207.3382,-1.837106,26.78015,3.095838257,0.012586463,3.058736491
/08,2011_09_30_drive_0028,/002679,-207.3261,-1.83129,26.17982,3.092477113,0.016378083,3.058676512
/08,2011_09_30_drive_0028,/002680,-207.3026,-1.819937,25.60799,3.089299216,0.021316245,3.057622406
/08,2011_09_30_drive_0028,/002681,-207.2722,-1.810771,25.07616,3.088698595,0.026683315,3.058838649
/08,2011_09_30_drive_0028,/002682,-207.2438,-1.803794,24.56677,3.088147051,0.032207346,3.061111565
/08,2011_09_30_drive_0028,/002683,-207.2128,-1.795948,24.08967,3.087278473,0.038081134,3.06239826
/08,2011_09_30_drive_0028,/002684,-207.1849,-1.788253,23.63786,3.087523695,0.044017584,3.062363981
/08,2011_09_30_drive_0028,/002685,-207.1546,-1.778943,23.20868,3.089235099,0.05063211,3.06186331
/08,2011_09_30_drive_0028,/002686,-207.1206,-1.772352,22.80002,3.09058644,0.057874611,3.062840523
/08,2011_09_30_drive_0028,/002687,-207.0807,-1.775259,22.40705,3.089964664,0.065632071,3.064812562
/08,2011_09_30_drive_0028,/002688,-207.0397,-1.779084,22.0342,3.089931399,0.074586216,3.066480641
/08,2011_09_30_drive_0028,/002689,-206.9986,-1.781879,21.6745,3.09113246,0.084202826,3.066262986
/08,2011_09_30_drive_0028,/002690,-206.9543,-1.784658,21.32257,3.09253043,0.094355959,3.065756753
/08,2011_09_30_drive_0028,/002691,-206.9059,-1.787212,20.98322,3.094333043,0.105461679,3.066760106
/08,2011_09_30_drive_0028,/002692,-206.8517,-1.792573,20.6538,3.096928605,0.11704929,3.0690179
/08,2011_09_30_drive_0028,/002693,-206.7816,-1.806421,20.3344,3.100134681,0.129307748,3.070447994
/08,2011_09_30_drive_0028,/002694,-206.7057,-1.820864,20.02604,3.102854836,0.142498872,3.071910172
/08,2011_09_30_drive_0028,/002695,-206.632,-1.829014,19.72503,3.104323745,0.156743846,3.072974499
/08,2011_09_30_drive_0028,/002696,-206.5517,-1.83722,19.43671,3.104036252,0.172094616,3.073786405
/08,2011_09_30_drive_0028,/002697,-206.4721,-1.841492,19.15364,3.103622836,0.189283658,3.07414421
/08,2011_09_30_drive_0028,/002698,-206.3855,-1.848095,18.88093,3.102639204,0.208985717,3.073135353
/08,2011_09_30_drive_0028,/002699,-206.2947,-1.854363,18.61492,3.100761857,0.23124,3.072047359
/08,2011_09_30_drive_0028,/002700,-206.1897,-1.864016,18.34605,3.09837101,0.256106731,3.073197382
/08,2011_09_30_drive_0028,/002701,-206.0776,-1.872623,18.09535,3.095816273,0.282964098,3.076451841
/08,2011_09_30_drive_0028,/002702,-205.9594,-1.881775,17.8523,3.093746944,0.310439421,3.080280274
/08,2011_09_30_drive_0028,/002703,-205.8373,-1.888791,17.60507,3.090980265,0.337839289,3.082316043
/08,2011_09_30_drive_0028,/002704,-205.7241,-1.886547,17.37708,3.088216796,0.365751511,3.082125935
/08,2011_09_30_drive_0028,/002705,-205.6017,-1.882446,17.14784,3.086836833,0.394838254,3.082456964
/08,2011_09_30_drive_0028,/002706,-205.4746,-1.878176,16.93896,3.086531883,0.42454298,3.082067714
/08,2011_09_30_drive_0028,/002707,-205.336,-1.864324,16.72641,3.08680515,0.455372382,3.080389966
/08,2011_09_30_drive_0028,/002708,-205.1832,-1.856435,16.49957,3.087619304,0.486788213,3.079305957
/08,2011_09_30_drive_0028,/002709,-205.018,-1.846667,16.2863,3.090078977,0.519267358,3.08061344
/08,2011_09_30_drive_0028,/002710,-204.8382,-1.842211,16.07054,3.092248518,0.55335449,3.082156623
/08,2011_09_30_drive_0028,/002711,-204.6402,-1.838079,15.83434,3.0942113,0.588672997,3.082878778
/08,2011_09_30_drive_0028,/002712,-204.4342,-1.838157,15.60857,3.09404886,0.625245923,3.079040134
/08,2011_09_30_drive_0028,/002713,-204.208,-1.837902,15.36015,3.093563913,0.663054742,3.074220741
/08,2011_09_30_drive_0028,/002714,-203.962,-1.84036,15.12639,3.092684828,0.701171036,3.071106971
/08,2011_09_30_drive_0028,/002715,-203.6991,-1.840696,14.88938,3.088797794,0.740129706,3.064797116
/08,2011_09_30_drive_0028,/002716,-203.4067,-1.838885,14.63242,3.086644639,0.781016863,3.06036516
/08,2011_09_30_drive_0028,/002717,-203.1059,-1.842361,14.4023,3.085181999,0.822343386,3.057177465
/08,2011_09_30_drive_0028,/002718,-202.7871,-1.849029,14.1806,3.086065423,0.86358263,3.058748018
/08,2011_09_30_drive_0028,/002719,-202.4453,-1.859298,13.93935,3.082719506,0.905482111,3.056971736
/08,2011_09_30_drive_0028,/002720,-202.0933,-1.877355,13.72377,3.075080187,0.947287485,3.051317431
/08,2011_09_30_drive_0028,/002721,-201.713,-1.89595,13.48742,3.067477805,0.98793977,3.042645913
/08,2011_09_30_drive_0028,/002722,-201.3173,-1.917624,13.27834,3.058676097,1.028168672,3.034233635
/08,2011_09_30_drive_0028,/002723,-200.8907,-1.935471,13.07285,3.049927451,1.066195488,3.026816011
/08,2011_09_30_drive_0028,/002724,-200.4376,-1.952751,12.85479,3.037976373,1.101669413,3.015934984
/08,2011_09_30_drive_0028,/002725,-199.9639,-1.969966,12.6553,3.026886333,1.132813285,3.004888729
/08,2011_09_30_drive_0028,/002726,-199.4549,-1.987806,12.45112,3.017322954,1.159452998,2.995387292
/08,2011_09_30_drive_0028,/002727,-198.922,-2.007051,12.25462,3.010888692,1.181603019,2.989015983
/08,2011_09_30_drive_0028,/002728,-198.3701,-2.026131,12.05553,2.999327463,1.200012038,2.97697131
/08,2011_09_30_drive_0028,/002729,-197.803,-2.041867,11.8479,2.979352807,1.216029007,2.955819607
/08,2011_09_30_drive_0028,/002730,-197.2185,-2.054299,11.6426,2.948839029,1.232278586,2.924097094
/08,2011_09_30_drive_0028,/002731,-196.6108,-2.072851,11.43755,2.916480987,1.250850155,2.892854594
/08,2011_09_30_drive_0028,/002732,-195.9858,-2.097242,11.25123,2.878057892,1.27130754,2.857609027
/08,2011_09_30_drive_0028,/002733,-195.3525,-2.122286,11.08274,2.833884274,1.294303923,2.816895445
/08,2011_09_30_drive_0028,/002734,-194.7136,-2.144291,10.92402,2.782997395,1.319286997,2.769476037
/08,2011_09_30_drive_0028,/002735,-194.0783,-2.165831,10.7998,2.724295729,1.344351228,2.713967624
/08,2011_09_30_drive_0028,/002736,-193.4505,-2.187458,10.68836,2.660861844,1.369455729,2.652159033
/08,2011_09_30_drive_0028,/002737,-192.8391,-2.21149,10.60912,2.589190455,1.393760229,2.581611432
/08,2011_09_30_drive_0028,/002738,-192.2415,-2.235677,10.55003,2.505987763,1.41640007,2.497643044
/08,2011_09_30_drive_0028,/002739,-191.6592,-2.246557,10.51016,2.404911981,1.438201352,2.393249181
/08,2011_09_30_drive_0028,/002740,-191.0853,-2.253431,10.49974,2.281962924,1.457587546,2.266912862
/08,2011_09_30_drive_0028,/002741,-190.5116,-2.259943,10.49251,2.129638984,1.471884406,2.111108865
/08,2011_09_30_drive_0028,/002742,-189.9317,-2.275344,10.49487,1.981173267,1.482718314,1.959695173
/08,2011_09_30_drive_0028,/002743,-189.3487,-2.292255,10.50316,1.850509716,1.491540078,1.827910843
/08,2011_09_30_drive_0028,/002744,-188.7745,-2.302178,10.51475,1.732767763,1.498159614,1.709783997
/08,2011_09_30_drive_0028,/002745,-188.1995,-2.316402,10.51892,1.623928069,1.500960328,1.601044277
/08,2011_09_30_drive_0028,/002746,-187.6284,-2.33123,10.5216,1.508408821,1.500266864,1.486847547
/08,2011_09_30_drive_0028,/002747,-187.053,-2.350517,10.53079,1.386695372,1.499674412,1.367121459
/08,2011_09_30_drive_0028,/002748,-186.4801,-2.367677,10.5431,1.277406355,1.497541329,1.258390871
/08,2011_09_30_drive_0028,/002749,-185.9026,-2.386788,10.56339,1.17298551,1.49485394,1.152300902
/08,2011_09_30_drive_0028,/002750,-185.3161,-2.40464,10.58979,1.083424199,1.492896157,1.060896405
/08,2011_09_30_drive_0028,/002751,-184.7156,-2.427699,10.61701,1.017200934,1.491888185,0.992350776
/08,2011_09_30_drive_0028,/002752,-184.1051,-2.449229,10.64505,0.980807753,1.490684266,0.953872974
/08,2011_09_30_drive_0028,/002753,-183.4772,-2.474192,10.67254,0.947299516,1.488650229,0.919313365
/08,2011_09_30_drive_0028,/002754,-182.8392,-2.497217,10.69995,0.930632596,1.48534436,0.902444117
/08,2011_09_30_drive_0028,/002755,-182.1847,-2.524417,10.73143,0.906992286,1.482951814,0.879431789
/08,2011_09_30_drive_0028,/002756,-181.5183,-2.55352,10.7684,0.866156722,1.482118165,0.839766745
/08,2011_09_30_drive_0028,/002757,-180.8354,-2.584249,10.80835,0.831809979,1.480350252,0.805985944
/08,2011_09_30_drive_0028,/002758,-180.1412,-2.613019,10.84862,0.806674831,1.477622882,0.780807133
/08,2011_09_30_drive_0028,/002759,-179.4335,-2.64148,10.89552,0.770614638,1.475918019,0.744538065
/08,2011_09_30_drive_0028,/002760,-178.7133,-2.672769,10.94556,0.736666635,1.474043083,0.709881216
/08,2011_09_30_drive_0028,/002761,-177.9807,-2.704797,10.99727,0.712098764,1.471967503,0.684075064
/08,2011_09_30_drive_0028,/002762,-177.2348,-2.739889,11.05301,0.681356597,1.471676708,0.650604669
/08,2011_09_30_drive_0028,/002763,-176.4772,-2.778843,11.1133,0.653313037,1.473627157,0.617574428
/08,2011_09_30_drive_0028,/002764,-175.7037,-2.817521,11.17159,0.649556106,1.47454807,0.611120373
/08,2011_09_30_drive_0028,/002765,-174.9129,-2.854098,11.22801,0.652776176,1.474521055,0.614700757
/08,2011_09_30_drive_0028,/002766,-174.1034,-2.896147,11.28387,0.660321856,1.474528058,0.625231072
/08,2011_09_30_drive_0028,/002767,-173.2815,-2.940039,11.34403,0.644167518,1.474891462,0.612172125
/08,2011_09_30_drive_0028,/002768,-172.4538,-2.982458,11.4065,0.643442499,1.472635074,0.608866168
/08,2011_09_30_drive_0028,/002769,-171.6152,-3.025174,11.47915,0.631458228,1.4697358,0.594764879
/08,2011_09_30_drive_0028,/002770,-170.7548,-3.06879,11.55411,0.614813378,1.466221247,0.579117444
/08,2011_09_30_drive_0028,/002771,-169.8776,-3.113199,11.63318,0.600419976,1.46173427,0.569558309
/08,2011_09_30_drive_0028,/002772,-168.9882,-3.160594,11.71804,0.574406392,1.457192833,0.5458916
